Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-04 00:00:00+08:00,33.78450393676758,33.78450393676758,33.21510659268739,33.78450393676758,200662336736,0.0,0.0
2000-01-05 00:00:00+08:00,33.78450038893823,34.543636322021484,33.40484175344994,34.543636322021484,402466805912,0.0,0.0
2000-01-06 00:00:00+08:00,34.35390128084777,34.54363994957038,33.78450393676758,33.78450393676758,197545715802,0.0,0.0
2000-01-07 00:00:00+08:00,32.64570674985303,33.21510405035065,32.266048103555114,32.835445404052734,235270344752,0.0,0.0
2000-01-10 00:00:00+08:00,33.78450069882737,34.163977999903096,33.215103409318786,33.974239349365234,276171685539,0.0,0.0
2000-01-11 00:00:00+08:00,34.3538943911147,34.73337165245509,33.21509993134153,33.40483856201172,277769544650,0.0,0.0
2000-01-12 00:00:00+08:00,33.594576106154605,34.3538932800293,33.404837481621,34.3538932800293,216246806621,0.0,0.0
2000-01-13 00:00:00+08:00,34.35390128084777,34.35390128084777,33.78450393676758,33.78450393676758,147490954216,0.0,0.0
2000-01-14 00:00:00+08:00,34.163977686533194,35.11303360630726,33.974239037735714,34.543636322021484,288318964353,0.0,0.0
2000-01-17 00:00:00+08:00,36.0620922403109,36.0620922403109,35.49269485473633,35.49269485473633,155256940719,0.0,0.0
2000-01-18 00:00:00+08:00,35.49267600570488,35.49267600570488,34.73336270367619,34.923282623291016,131648031590,0.0,0.0
2000-01-19 00:00:00+08:00,34.923282623291016,35.49267600570488,34.73336270367619,34.923282623291016,134848688061,0.0,0.0
2000-01-20 00:00:00+08:00,34.92329495750978,34.92329495750978,34.353897673224004,34.543636322021484,125758120596,0.0,0.0
2000-01-21 00:00:00+08:00,34.54363273900862,35.302764892578125,34.54363273900862,35.302764892578125,113397441219,0.0,0.0
2000-01-24 00:00:00+08:00,35.68243408203125,36.25183147629852,35.49269539658495,35.68243408203125,175113122879,0.0,0.0
2000-01-25 00:00:00+08:00,36.6314811706543,36.6314811706543,36.06208391650727,36.6314811706543,223692148326,0.0,0.0
2000-01-26 00:00:00+08:00,37.77028610496915,39.09881591796875,37.77028610496915,39.09881591796875,357880999032,0.0,0.0
2000-01-27 00:00:00+08:00,39.47846603393555,40.047863321159085,38.719330096935586,39.47846603393555,287927232252,0.0,0.0
2000-01-28 00:00:00+08:00,38.149736178409235,38.71931457519531,38.149736178409235,38.71931457519531,197904810671,0.0,0.0
2000-01-31 00:00:00+08:00,37.58034790009634,38.71931980903426,37.39060930073434,38.52939987182617,168059342623,0.0,0.0
2000-02-01 00:00:00+08:00,38.90906938519011,38.90906938519011,38.149752097835865,38.33967208862305,153081850577,0.0,0.0
2000-02-02 00:00:00+08:00,38.33967208862305,38.33967208862305,38.33967208862305,38.33967208862305,0,0.0,0.0
2000-02-03 00:00:00+08:00,38.33967208862305,38.33967208862305,38.33967208862305,38.33967208862305,0,0.0,0.0
2000-02-04 00:00:00+08:00,38.33967208862305,38.33967208862305,38.33967208862305,38.33967208862305,0,0.0,0.0
2000-02-07 00:00:00+08:00,38.33967208862305,38.33967208862305,38.33967208862305,38.33967208862305,0,0.0,0.0
2000-02-08 00:00:00+08:00,38.33967208862305,38.33967208862305,38.33967208862305,38.33967208862305,0,0.0,0.0
2000-02-09 00:00:00+08:00,40.617271896145816,40.617271896145816,39.28873830271552,40.047874450683594,252580321587,0.0,0.0
2000-02-10 00:00:00+08:00,39.66820779484135,40.80700245860271,39.288730465526555,40.61726379394531,177540543615,0.0,0.0
2000-02-11 00:00:00+08:00,41.18666741614993,42.135719859426366,40.80700869094244,41.56632614135742,215027859365,0.0,0.0
2000-02-14 00:00:00+08:00,41.37639608970975,41.37639608970975,40.61726379394531,40.61726379394531,140301270822,0.0,0.0
2000-02-15 00:00:00+08:00,40.61726815092698,41.18666554388646,40.23760944297802,40.8070068359375,105105248690,0.0,0.0
2000-02-16 00:00:00+08:00,40.80699804017959,40.99673668429283,40.427520751953125,40.427520751953125,79352313450,0.0,0.0
2000-02-17 00:00:00+08:00,40.047874450683594,40.42753319363996,39.85813574817774,40.047874450683594,116400258474,0.0,0.0
2000-02-18 00:00:00+08:00,40.23760197093551,40.61726060838262,39.288727384159124,39.47846603393555,121805090619,0.0,0.0
2000-02-21 00:00:00+08:00,38.5294090964498,38.5294090964498,37.01095962524414,37.01095962524414,153903007581,0.0,0.0
2000-02-22 00:00:00+08:00,36.441562352988235,37.580356897500046,36.062085063410635,37.01095962524414,168143612807,0.0,0.0
2000-02-23 00:00:00+08:00,37.010962874090666,37.010962874090666,36.631485551202296,36.821224212646484,73892584628,0.0,0.0
2000-02-24 00:00:00+08:00,37.01095962524414,37.39061825271124,36.82122098045534,37.01095962524414,83371097848,0.0,0.0
2000-02-25 00:00:00+08:00,37.01096163450779,37.96001758575346,37.01096163450779,37.77027893066406,165796729239,0.0,0.0
2000-02-28 00:00:00+08:00,37.77027893066406,37.77027893066406,37.77027893066406,37.77027893066406,0,0.0,0.0
2000-02-29 00:00:00+08:00,37.960014815390494,38.52940837622962,37.960014815390494,38.149749755859375,98749286567,0.0,0.0
2000-03-01 00:00:00+08:00,38.909077226839294,39.09881591796875,38.719338535709845,39.09881591796875,90504908649,0.0,0.0
2000-03-02 00:00:00+08:00,39.28871694496637,39.47845554432837,38.52939987182617,38.52939987182617,68745687934,0.0,0.0
2000-03-03 00:00:00+08:00,38.33966127246417,38.71931980903426,38.33966127246417,38.52939987182617,58129351241,0.0,0.0
2000-03-06 00:00:00+08:00,38.71932787378503,38.90906651266722,37.770275704379536,37.96001434326172,72312707991,0.0,0.0
2000-03-07 00:00:00+08:00,37.58035893767532,38.1497525400694,37.39062028258592,37.77027893066406,83737461434,0.0,0.0
2000-03-08 00:00:00+08:00,37.58036422729492,37.77028424701584,37.200886863702834,37.58036422729492,64819045052,0.0,0.0
2000-03-09 00:00:00+08:00,37.580355727613494,37.96001434326172,37.580355727613494,37.96001434326172,71897783191,0.0,0.0
2000-03-10 00:00:00+08:00,38.149750468982695,38.33967045166099,36.82122098045534,37.01095962524414,99978344966,0.0,0.0
2000-03-13 00:00:00+08:00,36.062085825307996,36.062085825307996,34.543636322021484,34.543636322021484,232179364310,0.0,0.0
2000-03-14 00:00:00+08:00,34.54363273900862,35.49268485956963,34.16397414290014,35.302764892578125,145477589021,0.0,0.0
2000-03-15 00:00:00+08:00,35.11303419112806,35.68242778412396,34.54363689735875,34.733375549316406,154204016711,0.0,0.0
2000-03-16 00:00:00+08:00,33.97422703870477,35.302756086090056,32.64569429054746,34.923282623291016,233438180185,0.0,0.0
2000-03-17 00:00:00+08:00,35.113043164739146,36.062095642089844,34.73338442590059,36.062095642089844,267728113852,0.0,0.0
2000-03-20 00:00:00+08:00,34.923282623291016,34.923282623291016,34.923282623291016,34.923282623291016,21190095663,0.0,0.0
2000-03-21 00:00:00+08:00,33.784499675160276,37.20087960792244,33.784499675160276,37.01095962524414,447638099122,0.0,0.0
2000-03-22 00:00:00+08:00,36.441566467285156,37.580361140368254,35.8721691307436,36.441566467285156,247260900862,0.0,0.0
2000-03-23 00:00:00+08:00,36.821220292165876,38.52940837622962,36.63148165092381,38.149749755859375,280164605464,0.0,0.0
2000-03-24 00:00:00+08:00,38.149757909833944,38.149757909833944,37.200886863702834,37.58036422729492,189561198505,0.0,0.0
2000-03-27 00:00:00+08:00,37.96002707211495,40.047874450683594,37.96002707211495,40.047874450683594,257812048419,0.0,0.0
2000-03-28 00:00:00+08:00,40.23759868729029,40.61725729375483,39.288724177948126,39.6682014465332,181779906634,0.0,0.0
2000-03-29 00:00:00+08:00,39.47845020787413,39.47845020787413,38.71931457519531,38.71931457519531,105678469394,0.0,0.0
2000-03-30 00:00:00+08:00,38.719330096935586,40.23760197093551,38.719330096935586,39.47846603393555,227815979813,0.0,0.0
2000-03-31 00:00:00+08:00,39.288739257554354,39.85813671685471,38.909080505371094,38.909080505371094,127027740887,0.0,0.0
2000-04-03 00:00:00+08:00,38.909080505371094,38.909080505371094,38.909080505371094,38.909080505371094,0,0.0,0.0
2000-04-04 00:00:00+08:00,38.909080505371094,38.909080505371094,38.909080505371094,38.909080505371094,0,0.0,0.0
2000-04-05 00:00:00+08:00,38.14975147181778,39.85812467138266,38.14975147181778,39.47846603393555,182695562287,0.0,0.0
2000-04-06 00:00:00+08:00,39.47846668175717,40.04786397832423,38.33967208862305,38.33967208862305,145596416273,0.0,0.0
2000-04-07 00:00:00+08:00,38.71932787378503,38.90906651266722,37.96001434326172,37.96001434326172,110518474790,0.0,0.0
2000-04-10 00:00:00+08:00,38.149750617967996,40.42752105377643,37.96001567321149,39.858123779296875,201610650952,0.0,0.0
2000-04-11 00:00:00+08:00,39.47847796467145,39.47847796467145,38.909080505371094,38.909080505371094,117967570843,0.0,0.0
2000-04-12 00:00:00+08:00,38.33966925813681,38.71932787378503,37.96001434326172,37.96001434326172,128216408046,0.0,0.0
2000-04-13 00:00:00+08:00,36.0620891348641,36.82122513761618,36.0620891348641,36.441566467285156,248891269216,0.0,0.0
2000-04-14 00:00:00+08:00,35.113029964234094,36.062082084795094,35.113029964234094,35.302764892578125,239165097006,0.0,0.0
2000-04-17 00:00:00+08:00,33.40484205985665,34.163977999903096,33.215103409318786,33.974239349365234,208060407784,0.0,0.0
2000-04-18 00:00:00+08:00,35.87215805053711,35.87215805053711,35.11302598303972,35.87215805053711,217523114345,0.0,0.0
2000-04-19 00:00:00+08:00,36.821222371662564,36.821222371662564,34.54363689735875,34.733375549316406,145654459349,0.0,0.0
2000-04-20 00:00:00+08:00,34.7333713681256,35.302764892578125,34.16397414290014,35.302764892578125,95074579646,0.0,0.0
2000-04-21 00:00:00+08:00,35.49268485956963,35.87216211780359,35.113029964234094,35.302764892578125,70356985905,0.0,0.0
2000-04-24 00:00:00+08:00,35.30276947412906,35.492689465768144,34.163978576660156,34.163978576660156,80690194617,0.0,0.0
2000-04-25 00:00:00+08:00,34.16398376388593,35.68243353728599,34.16398376388593,35.49269485473633,129573988875,0.0,0.0
2000-04-26 00:00:00+08:00,36.25183202920127,36.44157071754142,34.733382209460856,35.113040924072266,221065619149,0.0,0.0
2000-04-27 00:00:00+08:00,35.87217276747755,36.06209279085221,35.11304038853803,35.68243408203125,105813977898,0.0,0.0
2000-04-28 00:00:00+08:00,36.2518339485023,37.77028754940916,35.872175213790406,37.390628814697266,237572314797,0.0,0.0
2000-05-01 00:00:00+08:00,37.390628814697266,37.390628814697266,37.390628814697266,37.390628814697266,0,0.0,0.0
2000-05-02 00:00:00+08:00,37.20087842480133,37.20087842480133,36.44156119401613,36.6314811706543,84578099452,0.0,0.0
2000-05-03 00:00:00+08:00,36.25183147629852,36.63149018511948,35.68243408203125,35.68243408203125,75426358510,0.0,0.0
2000-05-04 00:00:00+08:00,35.68243353728599,36.44156960541022,35.113039852485414,35.49269485473633,111779167839,0.0,0.0
2000-05-05 00:00:00+08:00,35.1130368287652,36.82122513761618,34.92329816255467,36.441566467285156,110709562579,0.0,0.0
2000-05-08 00:00:00+08:00,36.06208391650727,36.82121980940873,36.06208391650727,36.6314811706543,82047327484,0.0,0.0
2000-05-09 00:00:00+08:00,36.6314811706543,36.6314811706543,36.6314811706543,36.6314811706543,0,0.0,0.0
2000-05-10 00:00:00+08:00,36.82122887056578,36.82122887056578,35.68243408203125,35.68243408203125,93664437942,0.0,0.0
2000-05-11 00:00:00+08:00,34.54363663887382,34.923295277844545,33.59458071039451,33.974239349365234,165385745438,0.0,0.0
2000-05-12 00:00:00+08:00,34.54364352112071,35.113040924072266,33.974246118169155,35.113040924072266,213521853794,0.0,0.0
2000-05-15 00:00:00+08:00,35.71279957026525,35.71279957026525,34.13359397431397,34.25514221191406,134465742550,0.0,1.28
2000-05-16 00:00:00+08:00,35.1054930554824,36.4416012543177,34.497981734684124,36.32005310058594,105315890488,0.0,0.0
