Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA20,BBL,BBM,BBU,MACD,MACD_signal,MACD_diff
2000-01-04 00:00:00+08:00,33.784507751464844,33.784507751464844,33.2151103430925,33.784507751464844,200662336736,0.0,0.0,,,,,,,
2000-01-05 00:00:00+08:00,33.7844966580733,34.54363250732422,33.40483806451119,34.54363250732422,402466805912,0.0,0.0,,,,,,,
2000-01-06 00:00:00+08:00,34.35390515983718,34.54364384998368,33.784507751464844,33.784507751464844,197545715802,0.0,0.0,,,,,,,
2000-01-07 00:00:00+08:00,32.64571433516132,33.21511176795977,32.26605560064882,32.835453033447266,235270344752,0.0,0.0,,,,,,,
2000-01-10 00:00:00+08:00,33.78450449222039,34.16398183590461,33.21510713877871,33.9742431640625,276171685539,0.0,0.0,,,,,,,
2000-01-11 00:00:00+08:00,34.35390223726589,34.73337958527581,33.21510751740129,33.40484619140625,277769544650,0.0,0.0,,,,,,,
2000-01-12 00:00:00+08:00,33.59456864539104,34.353885650634766,33.404830062995046,34.353885650634766,216246806621,0.0,0.0,,,,,,,
2000-01-13 00:00:00+08:00,34.35390515983718,34.35390515983718,33.784507751464844,33.784507751464844,147490954216,0.0,0.0,,,,,,,
2000-01-14 00:00:00+08:00,34.163973913762106,35.11302972873074,33.9742352859177,34.54363250732422,288318964353,0.0,0.0,,,,,,,
2000-01-17 00:00:00+08:00,36.06208836441573,36.06208836441573,35.49269104003906,35.49269104003906,155256940719,0.0,0.0,,,,,,,
2000-01-18 00:00:00+08:00,35.49269151327506,35.49269151327506,34.733377879484856,34.92329788208008,131648031590,0.0,0.0,,,,,,,
2000-01-19 00:00:00+08:00,34.92329788208008,35.49269151327506,34.733377879484856,34.92329788208008,134848688061,0.0,0.0,,,,,,,
2000-01-20 00:00:00+08:00,34.92329110088633,34.92329110088633,34.35389387947981,34.54363250732422,125758120596,0.0,0.0,,,,,,,
2000-01-21 00:00:00+08:00,34.54364393701267,35.30277633666992,34.54364393701267,35.30277633666992,113397441219,0.0,0.0,,,,,,,
2000-01-24 00:00:00+08:00,35.682430267333984,36.25182760072876,35.49269160217205,35.682430267333984,175113122879,0.0,0.0,,,,,,,
2000-01-25 00:00:00+08:00,36.63147735595703,36.63147735595703,36.0620801611054,36.63147735595703,223692148326,0.0,0.0,,,,,,,
2000-01-26 00:00:00+08:00,37.77028241989062,39.098812103271484,37.77028241989062,39.098812103271484,357880999032,0.0,0.0,,,,,,,
2000-01-27 00:00:00+08:00,39.47848129272461,40.047878800025416,38.719345062311646,39.47848129272461,287927232252,0.0,0.0,,,,,,,
2000-01-28 00:00:00+08:00,38.1497512127347,38.719329833984375,38.1497512127347,38.719329833984375,197904810671,0.0,0.0,,,,,,,
2000-01-31 00:00:00+08:00,37.580362783032584,38.71933514303727,37.39062410852844,38.529415130615234,168059342623,0.0,0.0,35.41674289703369,31.494910160145338,35.41674289703369,39.33857563392205,,,
2000-02-01 00:00:00+08:00,38.909073256540914,38.909073256540914,38.14975589363659,38.33967590332031,153081850577,0.0,0.0,35.644501304626466,31.60109363225724,35.644501304626466,39.68790897699569,,,
2000-02-02 00:00:00+08:00,38.33967590332031,38.33967590332031,38.33967590332031,38.33967590332031,0,0.0,0.0,35.83430347442627,31.661120402472005,35.83430347442627,40.007486546380534,,,
2000-02-03 00:00:00+08:00,38.33967590332031,38.33967590332031,38.33967590332031,38.33967590332031,0,0.0,0.0,36.062061882019044,31.864085335699716,36.062061882019044,40.260038428338376,,,
2000-02-04 00:00:00+08:00,38.33967590332031,38.33967590332031,38.33967590332031,38.33967590332031,0,0.0,0.0,36.337273025512694,32.30300151963904,36.337273025512694,40.37154453138635,,,
2000-02-07 00:00:00+08:00,38.33967590332031,38.33967590332031,38.33967590332031,38.33967590332031,0,0.0,0.0,36.55554466247558,32.584409058535115,36.55554466247558,40.52668026641605,,,
2000-02-08 00:00:00+08:00,38.33967590332031,38.33967590332031,38.33967590332031,38.33967590332031,0,0.0,0.0,36.80228614807129,33.03696581271871,36.80228614807129,40.567606483423866,1.1522812246449519,,
2000-02-09 00:00:00+08:00,40.617252551474195,40.617252551474195,39.288719590780794,40.047855377197266,252580321587,0.0,0.0,37.086984634399414,33.24494933518756,37.086984634399414,40.929019933611265,1.2451081322864255,,
2000-02-10 00:00:00+08:00,39.66819661815023,40.80699096105121,39.28871939575484,40.617252349853516,177540543615,0.0,0.0,37.42862186431885,33.6068868435444,37.42862186431885,41.2503568850933,1.3490684807383744,,
2000-02-11 00:00:00+08:00,41.186663636295364,42.1357159924737,40.80700494593057,41.566322326660156,215027859365,0.0,0.0,37.77975635528564,33.795793861581004,37.77975635528564,41.76371884899028,1.490854182310791,,
2000-02-14 00:00:00+08:00,41.37638443172911,41.37638443172911,40.617252349853516,40.617252349853516,140301270822,0.0,0.0,38.035984420776366,34.01435676301617,38.035984420776366,42.057612078536565,1.5092407687853893,,
2000-02-15 00:00:00+08:00,40.61725676004632,41.186653993321556,40.237598158570464,40.8069953918457,105105248690,0.0,0.0,38.33016929626465,34.402670484486514,38.33016929626465,42.257668108042786,1.521583086110617,,
2000-02-16 00:00:00+08:00,40.80700574118826,40.99674442110856,40.427528381347656,40.427528381347656,79352313450,0.0,0.0,38.605380821228025,34.906636460985425,38.605380821228025,42.304125181470624,1.483642142025289,,
2000-02-17 00:00:00+08:00,40.047855377197266,40.42751393933465,39.85811676505772,40.047855377197266,116400258474,0.0,0.0,38.88059196472168,35.64109634900652,38.88059196472168,42.120087580436845,1.4067214231997127,,
2000-02-18 00:00:00+08:00,40.23761752313757,40.61727630732623,39.28874256961246,39.47848129272461,121805090619,0.0,0.0,39.08937721252441,36.29092976412034,39.08937721252441,41.88782466092848,1.2850047344958213,1.3654086720247816,-0.08040393752896025
2000-02-21 00:00:00+08:00,38.5294090964498,38.5294090964498,37.01095962524414,37.01095962524414,153903007581,0.0,0.0,39.15580368041992,36.6346601591412,39.15580368041992,41.676947201698646,0.9781593925556322,1.2879588161309516,-0.3097994235753194
2000-02-22 00:00:00+08:00,36.441562352988235,37.580356897500046,36.062085063410635,37.01095962524414,168143612807,0.0,0.0,39.174777793884275,36.725216381572274,39.174777793884275,41.624339206196275,0.7266063822884661,1.1756883293624545,-0.4490819470739884
2000-02-23 00:00:00+08:00,37.010959039736385,37.010959039736385,36.63148175616205,36.82122039794922,73892584628,0.0,0.0,39.06089820861816,36.40474136104901,39.06089820861816,41.71705505618731,0.5061043830950709,1.0417715401089778,-0.5356671570139069
2000-02-24 00:00:00+08:00,37.01095962524414,37.39061825271124,36.82122098045534,37.01095962524414,83371097848,0.0,0.0,38.93752212524414,36.14469970342991,38.93752212524414,41.73034454705838,0.3427147279773948,0.9019601776826611,-0.5592454497052664
2000-02-25 00:00:00+08:00,37.01096163450779,37.96001758575346,37.01096163450779,37.77027893066406,165796729239,0.0,0.0,38.890069580078126,36.05214430560682,38.890069580078126,41.727994854549436,0.27136978918105825,0.7758420999823407,-0.5044723108012824
2000-02-28 00:00:00+08:00,37.77027893066406,37.77027893066406,37.77027893066406,37.77027893066406,0,0.0,0.0,38.852112770080566,35.97586019440126,38.852112770080566,41.728365345759876,0.2123802241505146,0.6631497248159754,-0.45076950066546084
2000-02-29 00:00:00+08:00,37.960014815390494,38.52940837622962,37.960014815390494,38.149749755859375,98749286567,0.0,0.0,38.84261646270752,35.95841594749483,38.84261646270752,41.72681697792021,0.19401421795527085,0.5693226234438346,-0.3753084054885637
2000-03-01 00:00:00+08:00,38.90907343065399,39.098812103271484,38.719334758036496,39.098812103271484,90504908649,0.0,0.0,38.88057327270508,36.003876011218246,38.88057327270508,41.75727053419191,0.25312258590977166,0.506082615937022,-0.2529600300272503
2000-03-02 00:00:00+08:00,39.28873250446759,39.47847117897172,38.529415130615234,38.529415130615234,68745687934,0.0,0.0,38.89006023406982,36.01931546314159,38.89006023406982,41.760805004998055,0.2511259922045568,0.45509129119052893,-0.20396529898597215
2000-03-03 00:00:00+08:00,38.3396764561111,38.71933514303727,38.3396764561111,38.529415130615234,58129351241,0.0,0.0,38.89954719543457,36.03489295349013,38.89954719543457,41.764201437379015,0.2466998747180824,0.41341300789603963,-0.16671313317795722
2000-03-06 00:00:00+08:00,38.71932398278244,38.90906260259732,37.77027190874958,37.96001052856445,72312707991,0.0,0.0,38.88056392669678,35.996355694815044,38.88056392669678,41.764772158578516,0.19499813493154505,0.3697300333031407,-0.17473189837159564
2000-03-07 00:00:00+08:00,37.58035893767532,38.1497525400694,37.39062028258592,37.77027893066406,83737461434,0.0,0.0,38.85209407806396,35.936026592657235,38.85209407806396,41.76816156347069,0.13713358871434878,0.32321074438538233,-0.18607715567103356
2000-03-08 00:00:00+08:00,37.58036422729492,37.77028424701584,37.200886863702834,37.58036422729492,64819045052,0.0,0.0,38.728719520568845,35.8166661557652,38.728719520568845,41.64077288537249,0.07508545122454535,0.2735856857532149,-0.19850023452866955
2000-03-09 00:00:00+08:00,37.580351951069076,37.96001052856445,37.580351951069076,37.96001052856445,71897783191,0.0,0.0,38.59585742950439,35.800447457440065,38.59585742950439,41.39126740156872,0.05590173846372437,0.2300488962953168,-0.17414715783159243
2000-03-10 00:00:00+08:00,38.149750468982695,38.33967045166099,36.82122098045534,37.01095962524414,99978344966,0.0,0.0,38.368089294433595,35.8492698313825,38.368089294433595,40.88690875748469,-0.03547305713755122,0.1769445056087432,-0.21241756274629442
2000-03-13 00:00:00+08:00,36.06208184292644,36.06208184292644,34.54363250732422,34.54363250732422,232179364310,0.0,0.0,38.06440830230713,35.25565235690184,38.06440830230713,40.87316424771242,-0.30348256102234217,0.08085909228252612,-0.3843416533048683
2000-03-14 00:00:00+08:00,34.54364393701267,35.49269636522775,34.163985217830316,35.30277633666992,145477589021,0.0,0.0,37.78919734954834,35.031098163376626,37.78919734954834,40.54729653572005,-0.4494445442204764,-0.02520163501807439,-0.42424290920240204
2000-03-15 00:00:00+08:00,35.11303419112806,35.68242778412396,34.54363689735875,34.733375549316406,154204016711,0.0,0.0,37.504489707946775,34.71911206671045,37.504489707946775,40.2898673491831,-0.6041026332475496,-0.14098183466396944,-0.46312079858358024
2000-03-16 00:00:00+08:00,33.974241882829524,35.30277151067984,32.645708554205555,34.92329788208008,233438180185,0.0,0.0,37.24826183319092,34.50335998212749,37.24826183319092,39.99316368425434,-0.7032386407463278,-0.2534331958804411,-0.4498054448658867
2000-03-17 00:00:00+08:00,35.113043164739146,36.062095642089844,34.73338442590059,36.062095642089844,267728113852,0.0,0.0,37.07744255065918,34.488158568188645,37.07744255065918,39.66672653312971,-0.6820509205722729,-0.3391567408188075,-0.3428941797534654
2000-03-20 00:00:00+08:00,34.92329788208008,34.92329788208008,34.92329788208008,34.92329788208008,21190095663,0.0,0.0,36.973059463500974,34.21842843900804,36.973059463500974,39.727690487993904,-0.7485224606011016,-0.42102988477526637,-0.32749257582583524
2000-03-21 00:00:00+08:00,33.784499675160276,37.20087960792244,33.784499675160276,37.01095962524414,447638099122,0.0,0.0,36.973059463500974,34.21842843900804,36.973059463500974,39.727690487993904,-0.6255340129000544,-0.461930710400224,-0.1636033024998304
2000-03-22 00:00:00+08:00,36.44157409667969,37.58036900818047,35.8721766409293,36.44157409667969,247260900862,0.0,0.0,36.9540771484375,34.190305253613005,36.9540771484375,39.71784904326199,-0.5674680175451101,-0.4830381718292013,-0.08442984571590884
2000-03-23 00:00:00+08:00,36.821220292165876,38.52940837622962,36.63148165092381,38.149749755859375,280164605464,0.0,0.0,37.01101665496826,34.19841178926099,37.01101665496826,39.82362152067553,-0.37924311939747213,-0.46227916134285546,0.08303604194538333
