Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,MA20,BBL,BBM,BBU,MACD,MACD_signal,MACD_diff,KD_K,KD_D,RSI
1999-03-10 00:00:00-05:00,43.28720560622478,43.31366477835572,42.57280795868928,43.23428726196289,5232000,0.0,0.0,0.0,,,,,,,,,,
1999-03-11 00:00:00-05:00,43.55179003995461,43.80315213313782,42.599260002628746,43.445953369140625,9688600,0.0,0.0,0.0,,,,,,,,,,
1999-03-12 00:00:00-05:00,43.28719245062934,43.31365161471897,42.043611738416885,42.38758087158203,8743600,0.0,0.0,0.0,,,,,,,,,,
1999-03-15 00:00:00-05:00,42.705086689550896,43.65761650418772,42.25528094375018,43.604698181152344,6369000,0.0,0.0,0.0,,,,,,,,,,
1999-03-16 00:00:00-05:00,43.78992543180353,44.16035380403631,43.31366038178996,43.97513961791992,4905800,0.0,0.0,0.0,,,,,,,,,,
1999-03-17 00:00:00-05:00,43.97514096346769,44.02805930397727,43.52533506913618,43.657630920410156,3965000,0.0,0.0,0.0,,,,,,,,,,
1999-03-18 00:00:00-05:00,43.60469909740543,44.53076976998382,43.5914695163686,44.504310607910156,4848400,0.0,0.0,0.0,,,,,,,,,,
1999-03-19 00:00:00-05:00,45.0864191340411,45.0864191340411,43.34011416758176,43.366573333740234,7160400,0.0,0.0,0.0,,,,,,,,,,
1999-03-22 00:00:00-05:00,43.5517884007643,43.657625067594836,42.7580133995353,42.8373908996582,5024800,0.0,0.0,0.0,,,,,,,,26.0870655955034,,
1999-03-23 00:00:00-05:00,42.599271659509164,42.758026709171936,41.249853737375645,41.32923126220703,10962400,0.0,0.0,0.0,,,,,,,,2.0689735902945174,,
1999-03-24 00:00:00-05:00,41.699659563660994,42.75802655766254,41.064639367260064,42.7315673828125,8447000,0.0,0.0,0.0,,,,,,,,41.447521053262854,23.20118674635359,
1999-03-25 00:00:00-05:00,43.393032844206196,44.29264450073242,43.1085968057457,44.29264450073242,8133800,0.0,0.0,0.0,,,,,,,,80.26310043466147,41.25986502607295,
1999-03-26 00:00:00-05:00,43.92221621269189,44.42494037416246,43.631165382366824,43.81637954711914,8256200,0.0,0.0,0.0,,,,,,,,68.42095637826338,63.37719262206257,
1999-03-29 00:00:00-05:00,44.34555653036335,45.430382197275584,44.0809649042872,45.40392303466797,5113800,0.0,0.0,0.0,,,,,,,,99.3939367562903,82.69266452307171,62.130542276826155
1999-03-30 00:00:00-05:00,45.35100980767621,45.721438125825266,44.90120399278094,45.08641815185547,4940600,0.0,0.0,0.0,,,,,,,,86.36359424375357,84.72616245943577,59.786110980685585
1999-03-31 00:00:00-05:00,45.827270017059305,45.880188342714106,44.29263857307002,44.42493438720703,8256600,0.0,0.0,0.0,,,,,,,,69.78010268559538,85.17921122854642,55.1196040079693
1999-04-01 00:00:00-05:00,45.721437683461566,45.77435601411372,44.61015273976632,45.351009368896484,8715800,0.0,0.0,0.0,,,,,,,,89.01103536658087,81.71824409864327,59.845045583847785
1999-04-05 00:00:00-04:00,46.08524780606364,47.05762206004547,45.800811799796854,46.99147415161133,5697200,0.0,0.0,0.0,,,,,,,,98.8962439602275,85.89579400413459,66.56147265659686
1999-04-06 00:00:00-04:00,46.93857336298875,47.60005269448521,46.54168576409087,47.08409881591797,7522400,0.0,0.0,0.0,,,,,,,,92.10526017661523,93.33751316780787,66.89813615591132
1999-04-07 00:00:00-04:00,47.520663892322474,47.626500560234106,45.5891447029352,46.5945930480957,11923600,0.0,0.0,0.0,44.20599193572998,41.23490720379274,44.20599193572998,47.17707666766723,,,,77.15959506412167,89.38703306698814,63.2725354063051
1999-04-08 00:00:00-04:00,46.51523229894504,47.1899412998683,45.56270194470043,46.96503829956055,7952400,0.0,0.0,0.0,44.39252948760986,41.226809218183895,44.39252948760986,47.55824975703583,,,,83.44413594289105,84.23633039454266,64.82612765267983
1999-04-09 00:00:00-04:00,46.88565222386684,47.361917314177,46.75335636544735,47.256080627441406,4946800,0.0,0.0,0.0,44.5830358505249,41.21593058286771,44.5830358505249,47.95014111818209,,,,89.55249731669186,83.38540944123487,66.04150554042295
1999-04-12 00:00:00-04:00,46.144796756370226,47.25608199935621,46.09187841146613,46.93857192993164,10934000,0.0,0.0,0.0,44.81058540344238,41.45261157705282,44.81058540344238,48.16855922983194,,,,79.36541365686091,84.12068230548128,63.465122540431004
1999-04-13 00:00:00-04:00,47.22961006164551,47.335446722848076,45.93311096191406,46.30353927612305,9962200,0.0,0.0,0.0,44.94552745819092,41.57534938562972,44.94552745819092,48.31570553075211,,,,60.31745497550057,76.41178864968445,58.54570574281534
1999-04-14 00:00:00-04:00,46.8856396556606,46.93855798484306,44.458011304415194,44.71598815917969,21253800,0.0,0.0,0.0,44.98256988525391,41.63969405432474,44.98256988525391,48.325445716183076,,,,8.141951382373167,49.27494000491155,48.43745210317806
1999-04-15 00:00:00-04:00,44.87474481390014,45.39731333399126,43.287194879446126,45.32455062866211,17650600,0.0,0.0,0.0,45.0659158706665,41.77664085608761,45.0659158706665,48.35519088524539,0.6844394778708107,,,46.951192174274695,38.47019951071615,51.86810055560213
1999-04-16 00:00:00-04:00,45.21873582162129,45.21873582162129,43.763481011680284,44.00161361694336,17274000,0.0,0.0,0.0,45.040781021118164,41.72713184805977,45.040781021118164,48.35443019417656,0.4957890369539655,,,16.46389514940789,23.85234623535192,44.87785233508775
1999-04-19 00:00:00-04:00,44.29265635397156,44.66308478226045,41.49459876171798,41.93778991699219,19460600,0.0,0.0,0.0,44.96934185028076,41.45864774455854,44.96934185028076,48.480035956002986,0.17770045861042405,,,7.227629695267714,23.547572339650102,36.59263276096351
1999-04-20 00:00:00-04:00,41.75256052081928,43.234273695195625,41.35567306339704,42.89030456542969,17413600,0.0,0.0,0.0,44.97198753356933,41.467650029763426,44.97198753356933,48.47632503737524,0.002444758545848913,,,25.55060097386752,16.41404193951438,41.921906856525325
1999-04-21 00:00:00-04:00,43.2872071263371,45.03351254830425,42.70510531901472,45.00705337524414,10940400,0.0,0.0,0.0,45.15587863922119,42.07506237437031,45.15587863922119,48.236694904072074,0.033965756046882234,,,60.79307066762959,31.190433778921612,51.64775201032219
1999-04-22 00:00:00-04:00,45.430388074502574,46.35645888557281,45.13272245665858,46.22416305541992,13630600,0.0,0.0,0.0,45.330508422851565,42.42839954866452,45.330508422851565,48.23261729703861,0.15536599061531575,,,81.41595768141208,55.919876440969745,56.19059220899299
1999-04-23 00:00:00-04:00,45.98605091073419,47.17671390899831,45.50978571142854,46.83274459838867,7064400,0.0,0.0,0.0,45.457513427734376,42.526024858112244,45.457513427734376,48.38900199735651,0.29725739730186973,,,91.59329176841196,77.93410670581788,58.30027760979978
1999-04-26 00:00:00-04:00,47.150240940134545,48.26152608013772,46.99810071263411,47.91094207763672,5421000,0.0,0.0,0.0,45.662241554260255,42.64708498189562,45.662241554260255,48.677398126624894,0.49104838496153747,,,94.92337873900385,89.31087606294265,61.809196498210014
1999-04-27 00:00:00-04:00,48.261518768293435,48.499651262215934,46.574746936342386,47.176692962646484,16482800,0.0,0.0,0.0,45.75088005065918,42.66784438011335,45.75088005065918,48.833915721205,0.5787103588841447,0.3961523429003179,0.18255801598382676,81.48149024603444,89.33272025115009,58.216534830588174
1999-04-28 00:00:00-04:00,46.77979688832707,46.93855185514266,45.357616977270744,45.56267547607422,7676800,0.0,0.0,0.0,45.774692916870116,42.705226675834744,45.774692916870116,48.84415915790549,0.5120428710469866,0.41933044852965173,0.09271242251733491,58.88879130919965,78.43122009807932,51.17495397691778
1999-04-29 00:00:00-04:00,45.351019584602156,45.61561129746448,44.2397343905804,45.192264556884766,19148200,0.0,0.0,0.0,45.813059425354005,42.79325645327351,45.813059425354005,48.8328623974345,0.4244268129936728,0.42034972142245597,0.004077091571216829,53.70385220551239,64.69137792024883,49.68953496156128
1999-04-30 00:00:00-04:00,45.82727989032561,46.06541240707673,43.86930141926089,45.48331069946289,15295200,0.0,0.0,0.0,45.819674491882324,42.803371498601244,45.819674491882324,48.835977485163404,0.37416233657074827,0.4111122444521145,-0.036949907881366206,57.77785879509358,56.79016743660188,50.89561070495267
1999-05-03 00:00:00-04:00,45.35101872048183,45.536232915956376,44.484480877368775,45.245182037353516,11109800,0.0,0.0,0.0,45.732359886169434,42.75595705500778,45.732359886169434,48.70876271733109,0.311521359642974,0.3911940674902864,-0.0796727078473124,43.83564723167114,51.77245274409237,49.84279311924678
1999-05-04 00:00:00-04:00,45.32458302978951,46.0389810109946,44.266215650226414,44.53080749511719,15428400,0.0,0.0,0.0,45.604695320129395,42.65222400773574,45.604695320129395,48.55716663252305,0.20190642723178343,0.3533365394385858,-0.15143011220680236,14.286308773466853,38.633271600077194,46.72046231903943
1999-05-05 00:00:00-04:00,44.55725208533264,45.880210876464844,43.20783411837779,45.880210876464844,12642600,0.0,0.0,0.0,45.56897621154785,42.6481568584166,45.56897621154785,48.4897955646791,0.22136956841620048,0.3269431452341087,-0.10557357681790824,50.50017197209472,36.20737599241091,52.742553180534145
1999-05-06 00:00:00-04:00,45.45684129131689,45.85372872983246,43.789914049551484,44.213260650634766,15173400,0.0,0.0,0.0,45.43138732910156,42.52738010510264,45.43138732910156,48.335394553100485,0.10111965168915305,0.2817784465251176,-0.18065879483596453,18.999646150428816,27.928708965330134,45.848460256125406
1999-05-07 00:00:00-04:00,44.61016836250778,44.98059680679906,43.65763807718732,44.84830093383789,16430400,0.0,0.0,0.0,45.310998344421385,42.52220277127952,45.310998344421385,48.099793917563254,0.05641287739569378,0.23670533269923283,-0.18029245530353905,31.000066156297187,33.49996142627358,48.60461401333189
1999-05-10 00:00:00-04:00,45.139359701459654,45.602395337318704,44.61017611762073,45.29811477661133,10604200,0.0,0.0,0.0,45.228975486755374,42.54183875892207,45.228975486755374,47.91611221458868,0.0566259063340766,0.2006894474262016,-0.144063541092125,56.02891469474035,35.342875667155454,50.52545181262526
