Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA20,BBL,BBM,BBU,MACD,MACD_signal,MACD_diff,KD_K,KD_D,RSI
2000-01-04 00:00:00+08:00,15.108068167087644,15.689500335239238,14.9417268611884,15.190476417541504,11709420575,0.0,0.0,,,,,,,,,,
2000-01-05 00:00:00+08:00,14.775382817230081,15.190473602561031,14.692975550792527,14.8593168258667,5338312803,0.0,0.0,,,,,,,,,,
2000-01-06 00:00:00+08:00,14.941724092304254,15.190473602561031,14.692975550792527,14.8593168258667,7143571471,0.0,0.0,,,,,,,,,,
2000-01-07 00:00:00+08:00,14.6929747798177,14.859316046163556,14.444225282613392,14.775382041931152,4161389688,0.0,0.0,,,,,,,,,,
2000-01-10 00:00:00+08:00,14.775384826066878,15.605565540853721,14.775384826066878,15.439224243164062,13993476705,0.0,0.0,,,,,,,,,,
2000-01-11 00:00:00+08:00,15.93824813623304,16.1045894339227,15.356816965522551,15.439224243164062,26844962788,0.0,0.0,,,,,,,,,,
2000-01-12 00:00:00+08:00,15.605561698718768,16.519676208496094,15.605561698718768,16.519676208496094,31352979913,0.0,0.0,,,,,,,,,,
2000-01-13 00:00:00+08:00,16.933239505400806,17.348331220287523,16.602083728716316,17.099580764770508,36774668414,0.0,0.0,,,,,,,,,,
2000-01-14 00:00:00+08:00,17.183514684034648,17.265923879791345,16.02065261601349,16.104585647583008,18723787422,0.0,0.0,,,,,,,,57.17285803628024,,
2000-01-17 00:00:00+08:00,17.183514765482823,17.348331220287523,16.933239505400806,17.099580764770508,22784038959,0.0,0.0,,,,,,,,91.43452543207714,,
2000-01-18 00:00:00+08:00,17.183516171056922,17.265925373945123,16.684492352128746,16.93324089050293,10391524419,0.0,0.0,,,,,,,,85.70677727696686,78.10472024844141,
2000-01-19 00:00:00+08:00,16.933240394072467,17.01717439918971,16.43574333190918,16.43574333190918,9557942171,0.0,0.0,,,,,,,,68.57594357906841,81.90574876270414,
2000-01-20 00:00:00+08:00,16.43574733424785,16.850837234509243,16.353340051198302,16.68449592590332,8757789745,0.0,0.0,,,,,,,,74.19941216516169,76.16071100706566,
2000-01-21 00:00:00+08:00,16.6844942958726,16.933242863225995,16.602087020874023,16.602087020874023,8065120630,0.0,0.0,,,,,,,,62.528804520077735,68.43472008810262,60.67840260766942
2000-01-24 00:00:00+08:00,16.68449186299082,16.768425868108068,16.43574333190918,16.43574333190918,6141613680,0.0,0.0,,,,,,,,47.63576726101586,61.454661315418434,57.96976314568752
2000-01-25 00:00:00+08:00,16.26940129025052,16.353335291376965,15.938244543187139,16.020652770996094,6185280959,0.0,0.0,,,,,,,,5.844195902794718,38.669589227962774,51.76054248215755
2000-01-26 00:00:00+08:00,16.02065261601349,16.435742391442805,16.02065261601349,16.104585647583008,6340861345,0.0,0.0,,,,,,,,11.796516277844887,21.75882648055183,52.86005102896517
2000-01-27 00:00:00+08:00,16.10458750081953,16.26940300506422,15.771904945373535,15.771904945373535,3650049361,0.0,0.0,,,,,,,,0.0,5.8802373935465395,48.17319286052268
2000-01-28 00:00:00+08:00,15.771903282996702,16.435742550440956,15.771903282996702,16.020652770996094,8166047442,0.0,0.0,,,,,,,,16.64965260597206,9.482056294605655,51.62681844258637
2000-01-31 00:00:00+08:00,16.353336068926982,16.68449186299082,16.269402063809736,16.43574333190918,6967524492,0.0,0.0,16.041560697555543,14.600290324804108,16.041560697555543,17.482831070306975,,,,53.30887710155381,23.319509902508628,56.80016033936573
2000-02-01 00:00:00+08:00,16.68449186299082,16.768425868108068,16.269402063809736,16.43574333190918,5919271829,0.0,0.0,16.103824043273924,14.70813049166646,16.103824043273924,17.49951759488139,,,,57.1615796287086,42.37336977874483,56.80016033936573
2000-02-02 00:00:00+08:00,16.43574333190918,16.43574333190918,16.43574333190918,16.43574333190918,0,0.0,0.0,16.18264536857605,14.9038241438902,16.18264536857605,17.461466593261903,,,,57.1615796287086,55.87734545299034,56.80016033936573
