Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,MA20,BBL,BBM,BBU,MACD,MACD_signal,MACD_diff,KD_K,KD_D,RSI
2024-04-10 00:00:00+08:00,13.98645305633545,13.98645305633545,13.98645305633545,13.98645305633545,0,0.0,0.0,0.0,,,,,,,,,,
2024-04-11 00:00:00+08:00,13.986639022827148,13.986639022827148,13.986639022827148,13.986639022827148,0,0.0,0.0,0.0,,,,,,,,,,
2024-04-12 00:00:00+08:00,13.985146522521973,13.985146522521973,13.985146522521973,13.985146522521973,0,0.0,0.0,0.0,,,,,,,,,,
2024-04-15 00:00:00+08:00,13.993260383605957,13.993260383605957,13.993260383605957,13.993260383605957,0,0.0,0.0,0.0,,,,,,,,,,
2024-04-16 00:00:00+08:00,13.980484962463379,13.980484962463379,13.980484962463379,13.980484962463379,0,0.0,0.0,0.0,,,,,,,,,,
2024-04-17 00:00:00+08:00,14.059369087219238,14.059369087219238,14.059369087219238,14.059369087219238,0,0.0,0.0,0.0,,,,,,,,,,
2024-04-18 00:00:00+08:00,13.9677095413208,14.023655366365753,13.958385978170577,13.9677095413208,57233000,0.0,0.0,0.0,,,,,,,,,,
2024-04-19 00:00:00+08:00,13.977033894228631,14.154194931252901,13.977033894228631,14.060952186584473,76701000,0.0,0.0,0.0,,,,,,,,,,
2024-04-22 00:00:00+08:00,14.0050073008357,14.014330863952637,13.98635839614439,14.014330863952637,26179000,0.0,0.0,0.0,,,,,,,,28.571158213862997,,
2024-04-23 00:00:00+08:00,14.051630913565083,14.126224770485791,14.051630913565083,14.098252296447754,21122000,0.0,0.0,0.0,,,,,,,,71.42999136427272,,
2024-04-24 00:00:00+08:00,14.09824968290277,14.09824968290277,14.042304745197816,14.070277214050293,20679000,0.0,0.0,0.0,,,,,,,,57.14306425645074,52.38140461152883,
2024-04-25 00:00:00+08:00,14.032979768643948,14.042304220989603,14.014330863952637,14.014330863952637,8031000,0.0,0.0,0.0,,,,,,,,28.571158213862997,52.38140461152883,
2024-04-26 00:00:00+08:00,13.986360607164576,13.986360607164576,13.939739227294922,13.939739227294922,18641000,0.0,0.0,0.0,,,,,,,,0.0,28.57140749010458,
2024-04-29 00:00:00+08:00,14.032979718875431,14.0982491066061,14.032979718875431,14.060952186584473,9994000,0.0,0.0,0.0,,,,,,,,56.521210232441064,28.364122815434687,55.43634517533917
2024-04-30 00:00:00+08:00,14.070278113137388,14.135547507706784,14.070278113137388,14.116899490356445,17739000,0.0,0.0,0.0,,,,,,,,82.60925673314644,46.376822321862505,60.025763260602126
