Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA20,BBL,BBM,BBU,MACD,MACD_signal,MACD_diff,KD_K,KD_D,RSI
2023-12-13 00:00:00+08:00,54.81423488173084,84.04849230042224,54.81423488173084,72.99429321289062,399504,0.0,0.0,,,,,,,,,,
2023-12-14 00:00:00+08:00,70.34492837020427,73.08564069611491,68.51778681959718,71.25849914550781,238170,0.0,0.0,,,,,,,,,,
2023-12-15 00:00:00+08:00,71.25850586022835,74.91278930578727,71.25850586022835,73.08564758300781,108579,0.0,0.0,,,,,,,,,,
2023-12-18 00:00:00+08:00,73.99921494972833,73.99921494972833,70.98442840576172,70.98442840576172,40897,0.0,0.0,,,,,,,,,,
2023-12-19 00:00:00+08:00,70.98442506916093,73.08564069611491,70.98442506916093,71.25849914550781,88953,0.0,0.0,,,,,,,,,,
2023-12-20 00:00:00+08:00,71.25850382054665,72.08071899414062,71.25850382054665,72.08071899414062,18966,0.0,0.0,,,,,,,,,,
2023-12-21 00:00:00+08:00,71.25850382054665,72.08071899414062,71.25850382054665,72.08071899414062,19413,0.0,0.0,,,,,,,,,,
2023-12-22 00:00:00+08:00,72.90292227542047,72.90292227542047,71.25849914550781,71.25849914550781,36483,0.0,0.0,,,,,,,,,,
2023-12-25 00:00:00+08:00,72.17207336425781,72.90292575373707,71.25850254536633,72.17207336425781,10608,0.0,0.0,,,,,,,,59.37499363821349,,
2023-12-26 00:00:00+08:00,72.99428592054885,72.99428592054885,72.08071513423045,72.35478210449219,13668,0.0,0.0,,,,,,,,59.999902942664065,,
2023-12-27 00:00:00+08:00,72.62886254289862,72.62886254289862,71.25850624344447,72.4461441040039,4407,0.0,0.0,,,,,,,,37.20935602698313,52.1947508692869,
2023-12-28 00:00:00+08:00,71.44120788574219,72.44613428053226,71.44120788574219,71.44120788574219,8467,0.0,0.0,,,,,,,,15.151398096615777,37.45355235542099,
2023-12-29 00:00:00+08:00,71.25849914550781,71.62392887750714,71.25849914550781,71.25849914550781,9180,0.0,0.0,,,,,,,,13.043595946608741,21.80145002340255,
2024-01-02 00:00:00+08:00,71.25850098597249,79.48063817606575,71.25850098597249,75.82635498046875,247276,0.0,0.0,,,,,,,,55.555565504113964,27.91685318244616,67.51014799501209
2024-01-03 00:00:00+08:00,73.26835550317163,74.45600041148653,72.17207336425781,72.17207336425781,49697,0.0,0.0,,,,,,,,11.111150217171728,26.570103889298142,48.566534927558074
2024-01-04 00:00:00+08:00,72.17206992081135,72.62885530846313,71.25849914550781,71.25849914550781,30753,0.0,0.0,,,,,,,,0.0,22.2222385737619,45.15517320320808
2024-01-05 00:00:00+08:00,73.08564329997866,75.8263557235342,72.62885789605274,72.81156921386719,60854,0.0,0.0,,,,,,,,18.888881136494067,10.000010451221932,51.40431347538722
2024-01-08 00:00:00+08:00,73.99921754087812,74.91278839111328,71.25850499017261,74.91278839111328,413,0.0,0.0,,,,,,,,44.444508077814575,21.111129738102882,58.323305907463286
2024-01-09 00:00:00+08:00,74.91278404520997,74.91278404520997,71.71528625488281,71.71528625488281,7308,0.0,0.0,,,,,,,,5.555575108585864,22.962988107631503,47.2893210575953
2024-01-10 00:00:00+08:00,71.71528625488281,74.45599864659181,71.71528625488281,71.71528625488281,1430,0.0,0.0,72.25429344177246,69.83313834455332,72.25429344177246,74.6754485389916,,,,5.555575108585864,18.518552764995434,47.28932105759531
2024-01-11 00:00:00+08:00,74.4560038750924,74.4560038750924,71.25850586022835,73.08564758300781,9592,0.0,0.0,72.25886116027831,69.83180150753806,72.25886116027831,74.68592081301857,,,,22.222300434343456,11.111150217171728,51.81987962373593
2024-01-12 00:00:00+08:00,71.25850174641762,73.99921417236328,71.25850174641762,73.99921417236328,13775,0.0,0.0,72.3958969116211,69.90167874582428,72.3958969116211,74.8901150774179,,,,33.33335786064285,20.37041113452406,54.620186597070536
2024-01-15 00:00:00+08:00,73.99921417236328,73.99921417236328,73.99921417236328,73.99921417236328,0,0.0,0.0,72.44157524108887,69.86635636312101,72.44157524108887,75.01679411905673,,,,60.00002364434202,38.51856064644278,54.620186597070536
2024-01-16 00:00:00+08:00,74.45599957668756,74.45599957668756,72.17207255506618,73.99921417236328,7169,0.0,0.0,72.59231452941894,70.02298477919993,72.59231452941894,75.16164427963795,,,,60.00002364434202,51.11113504977563,54.620186597070536
2024-01-17 00:00:00+08:00,72.17207672161808,73.08564758300781,71.25850586022835,73.08564758300781,13729,0.0,0.0,72.68367195129395,70.18148621559907,72.68367195129395,75.18585768698883,,,,40.00009294832055,53.33338007900153,50.92352044531885
2024-01-18 00:00:00+08:00,72.62886215231295,73.08564758300781,71.25850586022835,73.08564758300781,5103,0.0,0.0,72.73391838073731,70.24184272594307,72.73391838073731,75.22599403553154,0.23899798044580223,,,50.000068802549045,50.00006179840387,50.92352044531885
2024-01-19 00:00:00+08:00,73.08564758300781,73.08564758300781,71.25850586022835,73.08564758300781,3066,0.0,0.0,72.78416481018067,70.30631270540388,72.78416481018067,75.26201691495746,0.21877361622762237,,,50.00012826578877,46.66676333888612,50.92352044531885
2024-01-22 00:00:00+08:00,73.08564758300781,73.08564758300781,73.08564758300781,73.08564758300781,3060,0.0,0.0,72.87552223205566,70.49665410468707,72.87552223205566,75.25439035942425,0.2004351700028053,,,57.14291228157703,52.38103644997162,50.92352044531885
2024-01-23 00:00:00+08:00,72.17206732343821,73.0856380658636,71.25849658101282,71.44120788574219,14385,0.0,0.0,72.83897895812989,70.39640748715505,72.83897895812989,75.28155042910473,0.0526029052869319,,,5.714179450588575,37.61907333265146,43.75398320920841
2024-01-24 00:00:00+08:00,71.25849914550781,71.25849914550781,71.25849914550781,71.25849914550781,3060,0.0,0.0,72.78416481018067,70.25299294786763,72.78416481018067,75.31533667249371,-0.0783946136434821,,,8.020305203603942e-05,20.952390645072548,43.029111520205554
2024-01-25 00:00:00+08:00,71.71528195222552,71.71528195222552,71.44120788574219,71.44120788574219,36720,0.0,0.0,72.73391799926758,70.13880969918526,72.73391799926758,75.32902629934989,-0.16555955530937183,,,5.714187132162815,3.8094822619344755,44.02773349585607
2024-01-26 00:00:00+08:00,71.44121045681271,71.71528453315959,71.25849914550781,71.25849914550781,5049,0.0,0.0,72.72478256225585,70.11032171236684,72.72478256225585,75.33924341214487,-0.24653951389467466,,,8.020305203603942e-05,1.904782512755629,43.212020496779516
2024-01-29 00:00:00+08:00,71.25850586022835,73.08564758300781,71.25850586022835,73.08564758300781,1278,0.0,0.0,72.81613998413086,70.2866997056364,72.81613998413086,75.34558026262532,-0.16142035237155028,,,100.0,35.23808911173828,52.65817855910782
2024-01-30 00:00:00+08:00,71.34986152448928,73.08564758300781,71.25850586022835,73.08564758300781,7150,0.0,0.0,72.67910461425781,70.55185254728967,72.67910461425781,74.80635668122595,-0.09289200243323137,-0.03610890246462911,-0.05678309996860226,100.0,66.66669340101735,52.65817855910782
2024-01-31 00:00:00+08:00,73.08564758300781,73.08564758300781,71.25850586022835,73.08564758300781,4146,0.0,0.0,72.72478332519532,70.60381786642867,72.72478332519532,74.84574878396197,-0.03814310145668287,-0.036515742263039865,-0.0016273591936430062,100.0,100.0,52.65817855910782
2024-02-01 00:00:00+08:00,73.99920896069877,73.99920896069877,70.98442266072996,72.62885284423828,28769,0.0,0.0,72.79330101013184,70.78045266586943,72.79330101013184,74.80614935439425,-0.031253450491348644,-0.035463283908701626,0.004209833417352982,54.545497421337465,84.84849914044582,50.05816832067557
2024-02-02 00:00:00+08:00,70.80171135562429,72.62885284423828,70.80171135562429,72.62885284423828,9185,0.0,0.0,72.78416519165039,70.77007321294577,72.78416519165039,74.798257170355,-0.025499411125451843,-0.03347050935205167,0.007971098226599825,57.14285714285727,70.56278485473159,50.05816832067557
2024-02-05 00:00:00+08:00,72.62885284423828,72.62885284423828,72.62885284423828,72.62885284423828,3,0.0,0.0,72.66996841430664,70.90842933643953,72.66996841430664,74.43150749217375,-0.020700669045325526,-0.030916541290706444,0.010215872245380918,57.14285714285727,56.27707056901733,50.05816832067557
2024-02-15 00:00:00+08:00,72.62885284423828,72.62885284423828,70.34492598347079,72.62885284423828,3269,0.0,0.0,72.71564674377441,71.00897501885571,72.71564674377441,74.42231846869312,-0.01670506577404751,-0.028074246187374658,0.011369180413327146,62.50000000000019,58.92857142857158,50.05816832067557
2024-02-16 00:00:00+08:00,72.62886215231295,73.54243301370268,71.71529129092322,73.08564758300781,48838,0.0,0.0,72.78416481018067,71.13456322870702,72.78416481018067,74.43376639165432,0.023055230089894962,-0.017848350931920734,0.040903581021815696,75.0002563188483,64.88103782056858,53.168361143488404
2024-02-19 00:00:00+08:00,73.08564157730277,73.08564157730277,71.71528539782517,72.35478210449219,11537,0.0,0.0,72.74762153625488,71.09397729904722,72.74762153625488,74.40126577346254,-0.004358937876531854,-0.015150468320842958,0.010791530444311104,55.0000132323089,64.16675651705246,48.01596175924681
2024-02-20 00:00:00+08:00,71.89799584446448,72.44613688776869,69.15728351855384,71.25849914550781,60618,0.0,0.0,72.6105857849121,70.94036892826188,72.6105857849121,74.28080264156233,-0.11324037175351975,-0.03476844900737832,-0.07847192274614143,43.39628216214653,57.79885057110125,41.516894857408175
2024-02-21 00:00:00+08:00,71.25850165805082,72.17207246556646,68.51778923550388,69.88814544677734,82136,0.0,0.0,72.40503234863282,70.47700382010234,72.40503234863282,74.33306087716329,-0.30657181447037374,-0.0891291220999774,-0.21744269237039632,25.0000233511536,41.13210624853634,35.11818853744484
2024-02-22 00:00:00+08:00,69.43135833740234,69.43135833740234,69.43135833740234,69.43135833740234,204,0.0,0.0,72.17663955688477,69.99285723597258,72.17663955688477,74.36042187779695,-0.4909874798599674,-0.1695007936519754,-0.321486686207992,16.66665111776274,28.354318877020955,33.27708410068668
2024-02-23 00:00:00+08:00,72.17207336425781,72.17207336425781,70.34493172647484,72.17207336425781,2092,0.0,0.0,72.13096084594727,69.98729480425402,72.13096084594727,74.27462688764052,-0.41124485111566855,-0.21784960514471405,-0.1933952459709545,72.72722784069474,38.131300769870364,50.16033741977023
2024-02-26 00:00:00+08:00,69.43135833740234,69.43135833740234,69.43135833740234,69.43135833740234,1020,0.0,0.0,71.948246383667,69.55303215795607,71.948246383667,74.34346060937793,-0.5627144193287705,-0.2868225679815254,-0.27589185134724514,18.18176854371856,35.85854916739202,39.41874642826108
2024-02-27 00:00:00+08:00,69.43135833740234,69.43135833740234,69.43135833740234,69.43135833740234,0,0.0,0.0,71.76553192138672,69.19420508918974,71.76553192138672,74.33685875358371,-0.6749744580219073,-0.36445294598960176,-0.3105215120323055,18.18176854371856,36.36358830937729,39.41874642826108
2024-02-29 00:00:00+08:00,72.17206992081135,72.17206992081135,70.34492837020427,71.25849914550781,6887,0.0,0.0,71.67417449951172,69.16793980599212,71.67417449951172,74.18040919303132,-0.6094806408753897,-0.41345848496675935,-0.1960221559086303,54.545357461865756,30.30296484976763,48.0244224054084
2024-03-01 00:00:00+08:00,70.34493255615234,70.8017179709856,70.34493255615234,70.34493255615234,8160,0.0,0.0,71.61936073303222,69.04803494986324,71.61936073303222,74.19068651620121,-0.6240992796878118,-0.45558664391096987,-0.1685126357768419,40.00005218927252,37.575726064952285,44.612083812835316
2024-03-04 00:00:00+08:00,69.88814714131908,70.8017179709856,69.88814714131908,70.34493255615234,8205,0.0,0.0,71.57368240356445,68.94648628172796,71.57368240356445,74.20087852540094,-0.628440386681163,-0.4901573924650085,-0.13828299421615448,46.511752074566516,47.019053908568274,44.61208381283532
2024-03-05 00:00:00+08:00,71.25849741267669,72.17206816576444,70.43628231301983,70.80171203613281,19380,0.0,0.0,71.54170761108398,68.89335951024071,71.54170761108398,74.19005571192724,-0.588241575960339,-0.5097742291640746,-0.07846734679626444,62.49986919894271,49.67055782092725,46.80390666768975
2024-03-06 00:00:00+08:00,72.17207336425781,72.17207336425781,72.17207336425781,72.17207336425781,12,0.0,0.0,71.58738632202149,68.92865875525793,71.58738632202149,74.24611388878505,-0.440726600349052,-0.4959647034010701,0.055238103052018095,100.0,69.67054042450309,52.834106234112326
