Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA20,BBL,BBM,BBU,MACD,MACD_signal,MACD_diff,KD_K,KD_D,RSI
1994-10-18 00:00:00-04:00,1.1770656108856201,1.1862614540715772,1.158673996917359,1.1770656108856201,418166,0.0,0.0,,,,,,,,,,
1994-10-19 00:00:00-04:00,1.186260309445217,1.2874141972724242,1.186260309445217,1.2782185077667236,249950,0.0,0.0,,,,,,,,,,
1994-10-20 00:00:00-04:00,1.2966105076799717,1.3333938584377,1.2874146699905396,1.2874146699905396,141590,0.0,0.0,,,,,,,,,,
1994-10-21 00:00:00-04:00,1.2874145902308722,1.2966104273505912,1.2598272236789259,1.269023060798645,68731,0.0,0.0,,,,,,,,,,
1994-10-24 00:00:00-04:00,1.2690235261133866,1.2966109027808372,1.2414360046386719,1.2414360046386719,75749,0.0,0.0,,,,,,,,,,
1994-10-25 00:00:00-04:00,1.2322398607302019,1.2690232136392492,1.2138482566792925,1.2598273754119873,65222,0.0,0.0,,,,,,,,,,
1994-10-26 00:00:00-04:00,1.2524055242538452,1.270959716960949,1.2524055242538452,1.2524055242538452,47678,0.072674,0.0,,,,,,,,,,
1994-10-27 00:00:00-04:00,1.2524055242538452,1.270959716960949,1.2524055242538452,1.2524055242538452,34882,0.0,0.0,,,,,,,,,,
1994-10-28 00:00:00-04:00,1.2524051430223533,1.2616822365519627,1.2338509559631348,1.2338509559631348,41280,0.0,0.0,,,,,,,,43.02713978343189,,
1994-10-31 00:00:00-05:00,1.2431280494927441,1.2524051430223533,1.2338509559631348,1.2338509559631348,33850,0.0,0.0,,,,,,,,32.34520396184357,,
1994-11-01 00:00:00-05:00,1.2338509559631348,1.2431280494927441,1.224573935476905,1.2338509559631348,34056,0.0,0.0,,,,,,,,16.732275374100464,30.701539706458643,
1994-11-02 00:00:00-05:00,1.2338507503627962,1.243127842346535,1.1967425285145747,1.2245737314224243,75542,0.0,0.0,,,,,,,,27.867884214924587,25.648454516956207,
1994-11-03 00:00:00-05:00,1.2338503737235076,1.2431274628753666,1.2152962684631348,1.2152962684631348,56554,0.0,0.0,,,,,,,,18.578193632243636,21.05945107375623,
1994-11-04 00:00:00-05:00,1.2152973640640814,1.2245744615793228,1.1874661445617676,1.1874661445617676,67699,0.0,0.0,,,,,,,,0.0,15.482025949056075,39.74628742349778
1994-11-07 00:00:00-05:00,1.1874661445617676,1.2060203395922506,1.1874661445617676,1.1874661445617676,73478,0.0,0.0,,,,,,,,0.0,6.192731210747879,39.74628742349778
1994-11-08 00:00:00-05:00,1.1874659252030342,1.2060201168060303,1.1874659252030342,1.2060201168060303,106296,0.0,0.0,,,,,,,,22.2222409742665,7.407413658088834,47.75373953957669
1994-11-09 00:00:00-05:00,1.1967432498931885,1.2152973720014415,1.1967432498931885,1.1967432498931885,61920,0.0,0.0,,,,,,,,12.500385052198155,11.574208675488217,44.56476352891864
1994-11-10 00:00:00-05:00,1.1874661755799458,1.2152973958092474,1.159634955350644,1.1689120531082153,76574,0.0,0.0,,,,,,,,10.000085146319527,14.907570390928063,36.65606610719947
1994-11-11 00:00:00-05:00,1.178188658704188,1.178188658704188,1.1318032623361909,1.1596344709396362,80909,0.0,0.0,,,,,,,,25.00001061246766,15.833493603661779,34.46061396125343
1994-11-14 00:00:00-05:00,1.1503578575930724,1.178189150865787,1.1318037351213421,1.1689120531082153,65842,0.0,0.0,1.221718668937683,1.1460834943771407,1.221718668937683,1.2973538434982255,,,,33.33386999400881,22.77798858426533,38.43179164516851
1994-11-15 00:00:00-05:00,1.1410799026489258,1.1689111001897072,1.131802812454214,1.1410799026489258,70382,0.0,0.0,1.2199193835258484,1.1386207185560893,1.2199193835258484,1.3012180484956075,,,,8.333365664850959,22.22241542377581,32.14018017974912
